"UniqueIndex","u.r","DOI","Title","Authors","JnlYear","InfantGroup","ExperimentNo","PublicationStatus","NativeLanguage","TestLanguage","Lab","InfantType","minAge","meanAge","maxAge","PropFemales","Included","Excluded","Fussers","NonCriterion","Criterion","exclusionCriteria","MeanAgeMonths","MultipleAgeGroups","MultipleAgeGroupsYO","Words","WdMisAlignMajorStress","Linguistic","NumberSyllables","passages","EdgeAlign","EdgeAlignSimple","FamVoice","FamRegister","FamAffect","maxTrialDurFam","TestVoice","TestRegister","AgeGroupForIndex","Indexical","maxTrialDurTest","nbTrialsTest","Words2Passage","famCriterion","repeatedMeasures","Method","PredictedEffect","OtherNotes","LTFam","SD.LTFam","LTNov","SD.LTNov","correlationFamNov","exact.t","exact.F","p_val_reported","proportionFamPref","formula2use","propIncl","unique","difficulty","correlationFamNov.imputed","LTDif","PooledSD","ES","ESg","ES.SE","ESg.SE","ES.W","ESg.W","p_estim","include"
919,"Christina"," 10.1037/0096-1523.27.3.644","Do infants segment words or recurring contiguous patterns?","Mattys Jusczyk",2001,"1","1","peer-reviewed","American English","native","Jusczyk","standard",230,245,258,0.375,24,10,8,0,3,"restless (6) they cried (2) they did not look at the lights (1) or because the computer failed (1).",8.5,0,0,"dice cash boats seal",0,"reparse",1,"d#ice# Weird ice no longer surprises anyone. The experts soon detected that it was flawed ice. The city truck cleared ice and sand from the sidewalk. The rink had been sprinkled with spread ice. Fluid ice is a difficult concept to grasp. Merchants used to trade ice for water. c#ash# Dark ash comes from strong old trees. Sooner or later everyone will begin to like ash. In a fireplace nobody likes to see fake ash. Builders sometimes pack ash in basements. The worker took ash and sand from the cave. Pink ash is becoming difficult to find. b#oats# Crib oats were rather mysterious until recently. People thought they were similar to scab oats. The cheapest kind was called club oats. Knob oats were used to make the cereal. Today we weed the shrub oats in our yard. Jack was told not to plant web oats. s#eel# The nice eel was put on display for months. But people preferred the famous space eel. Very soon it would be a loose eel again. Sophia found a brass eel in an antique shop. This eel was more expensive than she thought. It was lying next to a coarse eel. ",NA,0.333333333333333,"female","IDS",NA,NA,"female","IDS",NA,"not.manipulated",NA,16,"yes",30,"no","HPP","exploratory","",7.14,2.19,6.8,2.52,NA,NA,"1.21",0.28,NA,"means&SD",0.705882352941177," 10.1037/0096-1523.27.3.644_1",4,0.48,0.34,2.36077317843117,0.139272680575651,0.139272680575651,0.209134968359487,0.209134968359487,22.8637093193073,22.8637093193073,NA,TRUE
919,"Christina"," 10.1037/0096-1523.27.3.644","Do infants segment words or recurring contiguous patterns?","Mattys Jusczyk",2001,"2","2","peer-reviewed","American English","native","Jusczyk","standard",224,250,258,0.5416666667,24,8,5,0,3,"infants cried (5) they did not to look at the lights (1) or because the computer failed (2)",8.5,0,0,"dice cash boats seal",0,"reparse",1,"d#ice# Weird ice no longer surprises anyone. The experts soon detected that it was flawed ice. The city truck cleared ice and sand from the sidewalk. The rink had been sprinkled with spread ice. Fluid ice is a difficult concept to grasp. Merchants used to trade ice for water. c#ash# Dark ash comes from strong old trees. Sooner or later everyone will begin to like ash. In a fireplace nobody likes to see fake ash. Builders sometimes pack ash in basements. The worker took ash and sand from the cave. Pink ash is becoming difficult to find. b#oats# Crib oats were rather mysterious until recently. People thought they were similar to scab oats. The cheapest kind was called club oats. Knob oats were used to make the cereal. Today we weed the shrub oats in our yard. Jack was told not to plant web oats. s#eel# The nice eel was put on display for months. But people preferred the famous space eel. Very soon it would be a loose eel again. Sophia found a brass eel in an antique shop. This eel was more expensive than she thought. It was lying next to a coarse eel. ",NA,0.333333333333333,"female","IDS",NA,18.74,"female","IDS",NA,"not.manipulated",18.42,16,"yes",30,"no","HPP","significant","",7.24,2.15,6,1.82,NA,NA,"6.79",0.019,NA,"means&SD",0.75," 10.1037/0096-1523.27.3.644_2",4,0.5,1.24,1.99184587757186,0.602014891123332,0.602014891123332,0.221849326173486,0.221849326173486,20.3181317477825,20.3181317477825,NA,TRUE
919,"Christina"," 10.1037/0096-1523.27.3.644","Do infants segment words or recurring contiguous patterns?","Mattys Jusczyk",2001,"3","3","peer-reviewed","American English","native","Jusczyk","standard",243,251,262,0.625,24,4,4,0,3,"restlessness crying",8.5,1,1,"ice ash oats eel",0,"match",1,"d#ice# Weird ice no longer surprises anyone. The experts soon detected that it was flawed ice. The city truck cleared ice and sand from the sidewalk. The rink had been sprinkled with spread ice. Fluid ice is a difficult concept to grasp. Merchants used to trade ice for water. c#ash# Dark ash comes from strong old trees. Sooner or later everyone will begin to like ash. In a fireplace nobody likes to see fake ash. Builders sometimes pack ash in basements. The worker took ash and sand from the cave. Pink ash is becoming difficult to find. b#oats# Crib oats were rather mysterious until recently. People thought they were similar to scab oats. The cheapest kind was called club oats. Knob oats were used to make the cereal. Today we weed the shrub oats in our yard. Jack was told not to plant web oats. s#eel# The nice eel was put on display for months. But people preferred the famous space eel. Very soon it would be a loose eel again. Sophia found a brass eel in an antique shop. This eel was more expensive than she thought. It was lying next to a coarse eel. ",NA,0.333333333333333,"female","IDS",NA,16.44,"female","IDS",NA,"not.manipulated",18.42,16,"yes",30,"no","HPP","significant","",6.5,2.82,6.48,2.21,NA,NA,"0.5",0.5,NA,"means&SD",0.857142857142857," 10.1037/0096-1523.27.3.644_3",3,0.39,0.0199999999999996,2.53342653337333,0.00763418993441515,0.00763418993441515,0.225465180278092,0.225465180278092,19.6716612781732,19.6716612781732,NA,TRUE
919,"Christina"," 10.1037/0096-1523.27.3.644","Do infants segment words or recurring contiguous patterns?","Mattys Jusczyk",2001,"4","4","peer-reviewed","American English","native","Jusczyk","standard",240,257,274,0.4583333333,24,5,2,1,3,"e infants were restless (1) they cried (1) they did not look at the lights (1) they did not look to each side for an average of 3 s (1) or because the computer failed (1). ",8.5,0,0,"ice ash oats eel",0,"match",1,"#ice# Weird ice no longer surprises anyone. The experts soon detected that it was fake ice. The city truck left ice and sand on the sidewalk. The rink had been sprinkled with some ice. Fool ice is a difficult concept to grasp. Merchants used to give ice for water. #ash# Dark ash comes from strong old trees. Sooner or later everyone will begin to keep ash. In a fireplace nobody likes to see white ash. Builders sometimes store ash in basements. The worker dug ash and sand from the cave. Wood ash is becoming difficult to find. #oats# Crib oats were rather mysterious until recently. People thought they were similar to wheel oats. The cheapest kind was called mock oats. Deep oats were used to make the cereal. Today we weed the smooth oats in our yard. Jack was told not to plant clog oats. The nice eel was put on display for months. But people preferred the famous cat eel. Very soon it would be a swamp eel again. Sophia found a big eel in an  antique shop. That eel was more expensive than she thought. It was lying next to a stone eel.",65.8333333333333,0.333333333333333,"female","IDS",NA,18.04,"female","IDS",NA,"not.manipulated",17.8,16,"yes",30,"no","HPP","exploratory","",6.48,1.98,6.1,2.22,NA,NA,"0.5",0.5,NA,"means&SD",0.827586206896552," 10.1037/0096-1523.27.3.644_4",3,0.414,0.380000000000001,2.10342577715497,0.174701922674714,0.174701922674714,0.222416686732838,0.222416686732838,20.2146053100381,20.2146053100381,NA,TRUE
919,"Christina"," 10.1037/0096-1523.27.3.644","Do infants segment words or recurring contiguous patterns?","Mattys Jusczyk",2001,"5","5","peer-reviewed","American English","native","Jusczyk","standard",290,316,341,0.5833333333,24,3,0,0,3,"no looking; computer failure",10.5,1,NA,"ice ash oats eel",0,"match",1,"d#ice# Weird ice no longer surprises anyone. The experts soon detected that it was flawed ice. The city truck cleared ice and sand from the sidewalk. The rink had been sprinkled with spread ice. Fluid ice is a difficult concept to grasp. Merchants used to trade ice for water. c#ash# Dark ash comes from strong old trees. Sooner or later everyone will begin to like ash. In a fireplace nobody likes to see fake ash. Builders sometimes pack ash in basements. The worker took ash and sand from the cave. Pink ash is becoming difficult to find. b#oats# Crib oats were rather mysterious until recently. People thought they were similar to scab oats. The cheapest kind was called club oats. Knob oats were used to make the cereal. Today we weed the shrub oats in our yard. Jack was told not to plant web oats. s#eel# The nice eel was put on display for months. But people preferred the famous space eel. Very soon it would be a loose eel again. Sophia found a brass eel in an antique shop. This eel was more expensive than she thought. It was lying next to a coarse eel. ",NA,0.333333333333333,"female","IDS",NA,16.44,"female","IDS",NA,"not.manipulated",18.42,16,"yes",30,"no","HPP","exploratory","",6.58,1.84,6.42,2.16,NA,NA,"0.5",0.5,NA,"means&SD",0.888888888888889," 10.1037/0096-1523.27.3.644_5",3,0.414,0.16,2.00638979263751,0.0771162589109267,0.0771162589109267,0.221262801766569,0.221262801766569,20.4259933042846,20.4259933042846,NA,TRUE
919,"Christina"," 10.1037/0096-1523.27.3.644","Do infants segment words or recurring contiguous patterns?","Mattys Jusczyk",2001,"6","6","peer-reviewed","American English","native","Jusczyk","standard",391,398,413,0.5833333333,24,4,2,1,3,"restless; crying; non-criterion; not looking at all",13,1,NA,"ice ash oats eel",0,"match",1,"d#ice# Weird ice no longer surprises anyone. The experts soon detected that it was flawed ice. The city truck cleared ice and sand from the sidewalk. The rink had been sprinkled with spread ice. Fluid ice is a difficult concept to grasp. Merchants used to trade ice for water. c#ash# Dark ash comes from strong old trees. Sooner or later everyone will begin to like ash. In a fireplace nobody likes to see fake ash. Builders sometimes pack ash in basements. The worker took ash and sand from the cave. Pink ash is becoming difficult to find. b#oats# Crib oats were rather mysterious until recently. People thought they were similar to scab oats. The cheapest kind was called club oats. Knob oats were used to make the cereal. Today we weed the shrub oats in our yard. Jack was told not to plant web oats. s#eel# The nice eel was put on display for months. But people preferred the famous space eel. Very soon it would be a loose eel again. Sophia found a brass eel in an antique shop. This eel was more expensive than she thought. It was lying next to a coarse eel. ",NA,0.333333333333333,"female","IDS",NA,16.44,"female","IDS",NA,"not.manipulated",18.42,16,"yes",30,"no","HPP","exploratory","",6.88,3.08,7.33,3.02,NA,NA,"0.5",0.5,NA,"means&SD",0.857142857142857," 10.1037/0096-1523.27.3.644_6",3,0.88,-0.45,3.0501475374152,-0.142670093766549,-0.142670093766549,0.102098273293365,0.102098273293365,95.9319352069122,95.9319352069122,NA,TRUE
919,"alex"," 10.1037/0096-1523.27.3.644","Do infants segment words or recurring contiguous patterns?","Mattys Jusczyk",2001,"7","7","peer-reviewed","American English","native","Jusczyk","standard",469,481,491,0.5,24,7,3,0,3,"restless; crying; non-criterion; not looking at all; computer failed",16,1,2,"ice ash oats eel",0,"match",1,"d#ice# Weird ice no longer surprises anyone. The experts soon detected that it was flawed ice. The city truck cleared ice and sand from the sidewalk. The rink had been sprinkled with spread ice. Fluid ice is a difficult concept to grasp. Merchants used to trade ice for water. c#ash# Dark ash comes from strong old trees. Sooner or later everyone will begin to like ash. In a fireplace nobody likes to see fake ash. Builders sometimes pack ash in basements. The worker took ash and sand from the cave. Pink ash is becoming difficult to find. b#oats# Crib oats were rather mysterious until recently. People thought they were similar to scab oats. The cheapest kind was called club oats. Knob oats were used to make the cereal. Today we weed the shrub oats in our yard. Jack was told not to plant web oats. s#eel# The nice eel was put on display for months. But people preferred the famous space eel. Very soon it would be a loose eel again. Sophia found a brass eel in an antique shop. This eel was more expensive than she thought. It was lying next to a coarse eel. ",NA,0.333333333333333,"female","IDS",NA,16.44,"female","IDS",NA,"not.manipulated",18.42,16,"yes",30,"no","HPP","exploratory","",7.2,2.56,6.09,3.04,NA,NA,"6.24",0.02,NA,"means&SD",0.774193548387097," 10.1037/0096-1523.27.3.644_7",3,0.756,1.11,2.81026689124005,0.381958950857136,0.381958950857136,0.152881533666586,0.152881533666586,42.7848425799594,42.7848425799594,NA,TRUE
919,"alex"," 10.1037/0096-1523.27.3.644","Do infants segment words or recurring contiguous patterns?","Mattys Jusczyk",2001,"8","8","peer-reviewed","American English","native","Jusczyk","standard",472,483,500,0.5,24,6,4,2,3,"restless (2) they cried (2) they did not look to each side for an average of 3 s (2).",16,0,0,"dice cash boats seal",0,"reparse",1,"d#ice# Weird ice no longer surprises anyone. The experts soon detected that it was flawed ice. The city truck cleared ice and sand from the sidewalk. The rink had been sprinkled with spread ice. Fluid ice is a difficult concept to grasp. Merchants used to trade ice for water. c#ash# Dark ash comes from strong old trees. Sooner or later everyone will begin to like ash. In a fireplace nobody likes to see fake ash. Builders sometimes pack ash in basements. The worker took ash and sand from the cave. Pink ash is becoming difficult to find. b#oats# Crib oats were rather mysterious until recently. People thought they were similar to scab oats. The cheapest kind was called club oats. Knob oats were used to make the cereal. Today we weed the shrub oats in our yard. Jack was told not to plant web oats. s#eel# The nice eel was put on display for months. But people preferred the famous space eel. Very soon it would be a loose eel again. Sophia found a brass eel in an antique shop. This eel was more expensive than she thought. It was lying next to a coarse eel. ",NA,0.333333333333333,"female","IDS",NA,NA,"female","IDS",NA,"not.manipulated",NA,16,"yes",30,"no","HPP","exploratory","",7.47,3.22,7.38,2.55,NA,NA,"<1",NA,NA,"means&SD",0.8," 10.1037/0096-1523.27.3.644_8",4,0.77,0.0899999999999999,2.90438461640327,0.0299660611550637,0.0299660611550637,0.138511278483405,0.138511278483405,52.1230384186182,52.1230384186182,NA,TRUE
5,"Christina","10.1006/cogp.1995.1010","Infant's Detection of the Sound Patterns of Words in Fluent Speech","Jusczyk Aslin",1995,"1","1","peer-reviewed","American English","native","Jusczyk","standard",217,230,245,0.5416666667,24,8,4,1,3,"crying interference failing to look for an average of 3 s to each side exp err",7.5,1,2,"{cup dog}{bike feet}",0,"match",1,"His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.",63.3333333333333,0.333333333333333,"female","IDS",NA,26.53,"same","IDS",NA,"not.manipulated",19.72,16,"yes",30,"no","HPP","exploratory","",8.29,2.09,7.04,2.63,NA,2.42,"",0.036,0.7916666667,"means&SD",0.75,"10.1006/cogp.1995.1010_1",3,0.48,1.25,2.37539470404394,0.508880148100578,0.508880148100578,0.22074490392055,0.22074490392055,20.5219501045998,20.5219501045998,0.0119130660910058,TRUE
5,"Christina","10.1006/cogp.1995.1010","Infant's Detection of the Sound Patterns of Words in Fluent Speech","Jusczyk Aslin",1995,"2","2","peer-reviewed","American English","native","Jusczyk","standard",160,175,191,0.4166666667,24,10,6,2,3,"crying interference failing to look for an average of 3 s to each side exp err",6,1,1,"{cup dog}{bike feet}",0,"match",1,"His bike had big black wheels. The girl rode her big bike. Her bike could go very fast. The bell on the bike was really loud. The boy had a new red bike. Your bike always stays in the garage. She put on her hat to play in the snow. The hat was soft and warm. Her brother had knitted the hat. The hat was blue and white. She liked how the hat covered her ears. Her friends also liked her hat. The tree was a hundred years old. The tree grew in the man's back yard. He liked to look outside at the tree. Hanging from the tree was a swing. The man's grandchild played in the tree. The leaves on the tree were yellow. The juicy green pear came from the basket. The pear is her favorite fruit. She wanted to eat the biggest pear. The pear in the basket looked very good. Next to the pear was an apple. She ate the whole pear.",63.3333333333,0.333333333333333,"female","IDS",NA,26.53,"same","IDS",NA,"not.manipulated",19.72,16,"yes",30,"no","HPP","exploratory","",8.45,3.54,7.97,3.03,NA,1.13,"",0.269,0.5416666667,"means&SD",0.705882352941177,"10.1006/cogp.1995.1010_2",3,0.756,0.48,3.29488239547332,0.140877812456533,0.140877812456533,0.144037506547957,0.144037506547957,48.2001967194123,48.2001967194123,0.135061693516987,TRUE
